   Date      Time       WNDDIR  WSPD_AVG  WSPD_MAX   AMBIENT    RELHUM     BAROM  RAINFALL   DEW_PNT    X-WIND     SOLAR      OVAL  GNEAGLES       VDA  Straight
  mm/dd/yy  hh:mm:ss       Deg     M/Sec     M/Sec     Deg_C         %      mBar        cm     Deg_C     M/Sec   Wts/M^2     Deg_C     Deg_C     Deg_C     Deg_C
  10-13-21  00:22:22       292       1.5       1.9      10.6     39.40    960.61    0.0000      -2.8       1.5      -3.2      17.1      12.2      14.6      14.0
  10-13-21  00:22:53       280       1.4       1.7      10.6     38.80    960.61    0.0000      -3.0       1.3       0.4      17.1      12.2      14.6      13.9
  10-13-21  00:23:23       282       1.7       2.1      10.6     38.10    960.61    0.0000      -3.3       1.6      -2.5      17.1      12.2      14.6      13.9
  10-13-21  00:24:00       275       1.7       2.1      10.6     37.60    960.61    0.0000      -3.4       1.5       2.5      17.1      12.2      14.5      13.9
  10-13-21  00:24:30       284       1.5       1.7      10.6     37.80    960.61    0.0000      -3.4       1.5       0.6      17.1      12.2      14.5      13.9
  10-13-21  00:25:06       289       1.3       1.9      10.6     38.10    960.61    0.0000      -3.3       1.3      -1.8      17.1      12.2      14.5      13.9
  10-13-21  00:25:43       287       1.2       1.5      10.6     38.20    960.61    0.0000      -3.2       1.2       1.3      17.1      12.2      14.5      13.9
  10-13-21  00:26:20       286       1.4       1.8      10.6     38.40    960.61    0.0000      -3.1       1.4      -2.9      17.1      12.2      14.5      13.9
  10-13-21  00:26:56       288       1.1       1.3      10.6     38.60    960.61    0.0000      -3.1       1.1       3.1      17.1      12.2      14.5      13.9
  10-13-21  00:27:32       296       1.0       1.5      10.6     38.60    960.61    0.0000      -3.1       1.0       5.2      17.1      12.2      14.5      13.9
  10-13-21  00:28:08       303       0.7       1.0      10.6     38.90    960.61    0.0000      -3.0       0.7      -2.5      17.1      12.2      14.5      13.9
  10-13-21  00:28:43       296       0.6       0.8      10.6     38.90    960.61    0.0000      -3.0       0.6       1.0      17.1      12.2      14.5      13.9
  10-13-21  00:29:13       288       0.9       1.1      10.6     38.90    960.61    0.0000      -3.0       0.9       1.9      17.1      12.2      14.5      13.9
  10-13-21  00:29:29       288       0.9       1.1      10.6     38.90    960.61    0.0000      -3.0       0.9      -0.5      17.1      12.1      14.5      13.9
  10-13-21  00:30:14       294       0.9       1.4      10.6     39.10    960.61    0.0000      -2.9       0.9       1.0      17.0      12.1      14.4      13.9
  10-13-21  00:30:45       292       1.1       1.3      10.6     39.30    960.61    0.0000      -2.8       1.1       1.9      17.0      12.1      14.4      13.9
  10-13-21  00:31:21       292       1.0       1.3      10.6     39.30    960.61    0.0000      -2.8       1.0       3.1      17.0      12.1      14.4      13.9
  10-13-21  00:31:58       289       0.9       1.2      10.6     39.40    960.61    0.0000      -2.8       0.9       3.3      17.0      12.1      14.4      13.9
  10-13-21  00:32:28       287       1.4       2.0      10.6     39.30    960.61    0.0000      -2.8       1.4       3.9      17.0      12.1      14.4      13.9
  10-13-21  00:33:04       281       1.6       1.8      10.6     39.20    960.61    0.0000      -2.9       1.5       4.6      17.0      12.1      14.4      13.8
  10-13-21  00:33:40       279       1.7       2.0      10.6     39.20    960.61    0.0000      -2.9       1.6      -0.5      17.0      12.1      14.4      13.8
  10-13-21  00:34:16       279       1.6       1.9      10.6     39.20    960.61    0.0000      -2.9       1.4       0.2      17.0      12.1      14.4      13.8
  10-13-21  00:34:51       281       1.5       1.7      10.6     39.10    960.61    0.0000      -2.9       1.4      -1.3      17.0      12.1      14.4      13.8
  10-13-21  00:35:28       278       1.5       1.8      10.6     39.00    960.61    0.0000      -2.9       1.4      -1.1      17.0      12.1      14.4      13.8
  10-13-21  00:36:05       281       1.4       1.7      10.6     38.80    960.61    0.0000      -3.0       1.3       1.5      17.0      12.1      14.4      13.8
  10-13-21  00:36:36       278       1.5       1.9      10.6     38.50    960.61    0.0000      -3.1       1.4       2.9      17.0      12.1      14.4      13.8
  10-13-21  00:37:06       276       1.7       2.0      10.5     38.30    960.61    0.0000      -3.2       1.6       0.4      17.0      12.1      14.4      13.8
  10-13-21  00:37:42       279       1.6       2.0      10.5     38.30    960.61    0.0000      -3.2       1.4       0.6      17.0      12.0      14.4      13.8
  10-13-21  00:38:19       278       1.6       2.0      10.5     38.40    960.61    0.0000      -3.2       1.5       5.9      17.0      12.0      14.4      13.8
  10-13-21  00:38:56       280       1.9       2.2      10.5     38.50    960.61    0.0000      -3.2       1.8       3.9      17.0      12.0      14.4      13.8
  10-13-21  00:39:32       281       1.4       1.9      10.4     38.70    960.61    0.0000      -3.2       1.3       5.0      16.9      12.0      14.4      13.8
  10-13-21  00:40:08       279       1.4       1.6      10.3     38.90    960.61    0.0000      -3.2       1.3       5.7      16.9      12.0      14.4      13.8
  10-13-21  00:40:45       276       1.2       1.5      10.3     39.00    960.61    0.0000      -3.2       1.1      -0.5      16.9      12.0      14.4      13.8
  10-13-21  00:41:21       276       1.0       1.3      10.3     39.10    960.61    0.0000      -3.2       0.9      -1.3      16.9      12.0      14.4      13.8
  10-13-21  00:41:57       273       1.2       1.4      10.3     39.00    960.61    0.0000      -3.2       1.1       1.9      16.9      12.0      14.3      13.8
  10-13-21  00:42:28       271       1.2       1.5      10.2     38.90    960.61    0.0000      -3.3       1.0       0.2      16.9      12.0      14.3      13.8
  10-13-21  00:42:59       263       1.4       1.7      10.2     39.00    960.61    0.0000      -3.3       1.1       2.9      16.9      12.0      14.3      13.8
  10-13-21  00:43:30       253       1.3       1.6      10.2     39.00    960.61    0.0000      -3.3       0.9       1.0      16.9      12.0      14.3      13.8
  10-13-21  00:44:07       247       1.3       1.7      10.1     39.20    960.61    0.0000      -3.3       0.8      -1.3      16.9      12.0      14.3      13.8
  10-13-21  00:44:37       243       1.1       1.5      10.1     39.20    960.61    0.0000      -3.3       0.6       7.1      16.9      11.9      14.3      13.8
  10-13-21  00:45:07       232       1.2       1.3      10.0     39.30    960.61    0.0000      -3.3       0.4       1.1      16.9      11.9      14.3      13.8
  10-13-21  00:45:43       226       1.3       1.6      10.0     39.30    960.61    0.0000      -3.3       0.3       3.3      16.9      12.0      14.3      13.8
  10-13-21  00:46:19       221       1.0       1.3      10.0     39.50    960.61    0.0000      -3.3       0.2       3.5      16.9      12.0      14.3      13.8
  10-13-21  00:46:56       225       1.1       1.4       9.9     39.40    960.61    0.0000      -3.4       0.3      -0.0      16.9      12.0      14.3      13.8
  10-13-21  00:47:32       234       1.2       1.4       9.9     39.40    960.61    0.0000      -3.4       0.5       3.1      16.9      12.0      14.3      13.8
  10-13-21  00:48:07       236       1.1       1.4       9.8     39.50    960.61    0.0000      -3.5       0.5      -0.9      16.9      12.0      14.3      13.8
  10-13-21  00:48:43       242       1.2       1.6       9.7     39.50    960.61    0.0000      -3.6       0.6       1.9      16.8      12.0      14.3      13.8
  10-13-21  00:49:20       245       1.3       1.5       9.7     39.60    960.61    0.0000      -3.5       0.7       0.8      16.8      12.0      14.2      13.8
  10-13-21  00:49:58       249       1.4       1.9       9.6     39.60    960.61    0.0000      -3.6       0.9       0.6      16.8      12.0      14.2      13.8
  10-13-21  00:50:28       256       1.6       2.0       9.6     39.70    960.61    0.0000      -3.6       1.1      -1.7      16.8      11.9      14.2      13.8
  10-13-21  00:50:59       263       1.7       2.0       9.6     39.70    960.61    0.0000      -3.6       1.4       4.4      16.8      11.9      14.2      13.8
  10-13-21  00:51:36       260       1.8       2.2       9.6     39.80    960.61    0.0000      -3.6       1.4      -0.7      16.8      11.9      14.2      13.8
  10-13-21  00:52:12       253       1.8       2.1       9.5     39.90    960.61    0.0000      -3.6       1.2       0.6      16.8      11.9      14.2      13.8
  10-13-21  00:52:49       257       2.0       2.4       9.5     40.00    960.61    0.0000      -3.5       1.4       2.5      16.8      11.9      14.2      13.8
  10-13-21  00:53:25       259       2.1       2.3       9.5     40.10    960.61    0.0000      -3.5       1.6      -1.5      16.8      11.9      14.2      13.8
  10-13-21  00:53:54       262       1.9       2.2       9.5     40.20    960.61    0.0000      -3.5       1.5       0.2      16.8      11.9      14.2      13.8
  10-13-21  00:54:37       267       1.7       2.2       9.5     40.40    960.61    0.0000      -3.4       1.4       2.5      16.8      11.9      14.2      13.8
  10-13-21  00:55:13       264       1.8       2.3       9.5     40.40    960.61    0.0000      -3.4       1.4       1.9      16.7      11.9      14.2      13.8
  10-13-21  00:55:50       262       1.7       2.1       9.5     40.50    960.61    0.0000      -3.4       1.3       2.7      16.7      11.8      14.2      13.8
  10-13-21  00:56:27       263       1.6       1.8       9.5     40.60    960.61    0.0000      -3.3       1.2      -0.0      16.7      11.8      14.2      13.8
  10-13-21  00:57:04       265       1.6       1.9       9.4     40.80    960.61    0.0000      -3.4       1.3       2.2      16.7      11.8      14.2      13.7
  10-13-21  00:57:35       263       1.4       1.7       9.4     40.90    960.61    0.0000      -3.3       1.1      -1.5      16.7      11.8      14.2      13.7
  10-13-21  00:58:06       263       1.5       1.8       9.4     40.90    960.61    0.0000      -3.3       1.2       4.4      16.7      11.8      14.1      13.7
  10-13-21  00:58:36       265       1.6       1.9       9.4     41.00    960.61    0.0000      -3.3       1.3       2.7      16.7      11.8      14.1      13.7
  10-13-21  00:59:06       263       1.7       2.2       9.4     41.00    960.61    0.0000      -3.3       1.4       3.3      16.7      11.8      14.1      13.7
  10-13-21  00:59:43       255       1.6       2.1       9.4     41.10    960.61    0.0000      -3.3       1.1       1.7      16.7      11.8      14.1      13.7
  10-13-21  01:00:13       256       1.6       1.9       9.5     41.10    960.61    0.0000      -3.2       1.1      -3.6      16.7      11.8      14.1      13.7
  10-13-21  01:00:50       260       1.6       2.0       9.4     41.20    960.61    0.0000      -3.3       1.2      -3.4      16.7      11.8      14.1      13.7
  10-13-21  01:01:26       265       1.6       2.1       9.5     41.20    960.61    0.0000      -3.2       1.3      -1.8      16.6      11.8      14.1      13.7
  10-13-21  01:02:03       273       1.3       1.6       9.5     41.20    960.61    0.0000      -3.2       1.2       2.5      16.6      11.8      14.1      13.7
  10-13-21  01:02:39       275       1.4       1.7       9.5     41.30    960.61    0.0000      -3.1       1.2      -4.0      16.6      11.8      14.1      13.7
  10-13-21  01:03:11       274       1.4       1.7       9.5     41.20    960.61    0.0000      -3.2       1.3      -0.2      16.6      11.8      14.1      13.6
  10-13-21  01:03:48       271       1.5       2.1       9.5     41.20    960.61    0.0000      -3.2       1.3      -2.9      16.6      11.8      14.1      13.6
  10-13-21  01:04:25       264       1.8       2.2       9.5     41.10    960.61    0.0000      -3.2       1.4      -0.5      16.6      11.8      14.1      13.6
  10-13-21  01:05:01       257       2.0       2.5       9.5     41.10    960.61    0.0000      -3.2       1.4       2.7      16.6      11.8      14.1      13.6
  10-13-21  01:05:38       261       1.7       2.1       9.5     41.10    960.61    0.0000      -3.2       1.3       1.9      16.6      11.8      14.1      13.6
  10-13-21  01:06:15       261       1.8       2.1       9.5     41.00    960.61    0.0000      -3.2       1.4       1.7      16.5      11.8      14.1      13.6
  10-13-21  01:06:50       265       1.7       2.1       9.6     41.00    960.61    0.0000      -3.2       1.4      -1.5      16.5      11.8      14.1      13.6
  10-13-21  01:07:26       263       1.7       2.1       9.6     41.00    960.61    0.0000      -3.2       1.4      -0.9      16.6      11.8      14.0      13.6
  10-13-21  01:08:02       263       1.6       2.0       9.6     41.00    960.61    0.0000      -3.2       1.3      -3.2      16.6      11.8      14.1      13.6
  10-13-21  01:08:32       263       1.6       2.0       9.6     40.90    960.61    0.0000      -3.2       1.3       2.7      16.5      11.8      14.1      13.6
  10-13-21  01:09:09       269       1.7       2.2       9.6     40.90    960.61    0.0000      -3.2       1.5       1.3      16.5      11.8      14.0      13.6
  10-13-21  01:09:41       272       1.7       2.1       9.6     40.90    960.61    0.0000      -3.2       1.5       1.0      16.5      11.8      14.0      13.6
  10-13-21  01:10:12       275       1.7       2.1       9.6     40.80    960.61    0.0000      -3.2       1.5       4.6      16.5      11.8      14.0      13.5
  10-13-21  01:10:49       279       1.8       2.1       9.6     40.80    960.61    0.0000      -3.2       1.7       0.4      16.5      11.8      14.0      13.5
  10-13-21  01:11:25       277       1.7       1.9       9.6     40.80    960.61    0.0000      -3.2       1.5       0.8      16.5      11.8      14.0      13.5
  10-13-21  01:12:02       268       1.7       1.9       9.7     40.70    960.61    0.0000      -3.2       1.4      -0.2      16.5      11.8      14.0      13.5
  10-13-21  01:12:39       255       1.6       1.9       9.7     40.50    960.61    0.0000      -3.2       1.1       1.1      16.5      11.7      14.0      13.5
  10-13-21  01:13:16       258       1.5       1.8       9.7     40.50    960.61    0.0000      -3.2       1.1       4.4      16.5      11.7      14.0      13.5
  10-13-21  01:13:46       260       1.5       1.9       9.6     40.50    960.61    0.0000      -3.3       1.1       0.2      16.5      11.7      14.0      13.5
  10-13-21  01:14:22       265       1.3       1.6       9.6     40.60    960.61    0.0000      -3.3       1.1       0.6      16.5      11.7      14.0      13.5
  10-13-21  01:14:59       286       1.2       1.3       9.6     40.70    960.61    0.0000      -3.3       1.1      -2.1      16.5      11.7      14.0      13.5
  10-13-21  01:15:36       282       1.2       1.5       9.6     40.80    960.61    0.0000      -3.2       1.1       2.9      16.5      11.7      14.0      13.5
  10-13-21  01:16:12       280       1.3       1.5       9.6     40.90    960.61    0.0000      -3.2       1.2       1.3      16.5      11.7      14.0      13.5
  10-13-21  01:16:48       274       1.2       1.5       9.6     40.80    960.61    0.0000      -3.2       1.1      -5.5      16.5      11.7      14.0      13.5
  10-13-21  01:17:24       269       1.2       1.7       9.6     40.70    960.61    0.0000      -3.3       1.0       0.2      16.5      11.7      13.9      13.5
  10-13-21  01:18:00       267       1.3       1.6       9.6     40.70    960.61    0.0000      -3.3       1.1       0.6      16.5      11.7      13.9      13.5
  10-13-21  01:18:31       269       1.1       1.4       9.6     40.60    960.61    0.0000      -3.3       0.9      -6.7      16.5      11.7      13.9      13.5
  10-13-21  01:19:01       275       1.2       1.5       9.6     40.50    960.61    0.0000      -3.3       1.1      -0.3      16.5      11.7      13.9      13.5
  10-13-21  01:19:32       275       1.2       1.5       9.6     40.50    960.61    0.0000      -3.3       1.1      -0.0      16.5      11.7      13.9      13.5
  10-13-21  01:20:08       281       1.2       1.4       9.6     40.40    960.61    0.0000      -3.4       1.1      -0.2      16.5      11.7      13.9      13.4
  10-13-21  01:20:44       281       1.4       1.7       9.6     40.30    960.61    0.0000      -3.4       1.3      -0.0      16.5      11.7      13.9      13.4
  10-13-21  01:21:20       279       1.3       1.6       9.5     40.40    960.61    0.0000      -3.4       1.2       1.3      16.5      11.7      13.9      13.4
  10-13-21  01:21:57       285       1.2       1.5       9.5     40.40    960.61    0.0000      -3.4       1.2      -6.0      16.5      11.7      13.9      13.4
