,Date,Time,WNDDIR,WSPD_AVG,WSPD_MAX,AMBIENT,RELHUM,BAROM,RAINFALL,X-WIND
10108,6/15/2021,3:59:10,320,2.6,2.6,31.3,9.5,95.688,0,2.4
10109,6/15/2021,3:59:11,325,2.9,3,31.3,9.5,95.688,0,2.7
10110,6/15/2021,3:59:12,318,2.9,2.9,31.3,9.5,95.688,0,2.7
10111,6/15/2021,3:59:14,334,2.5,2.5,31.3,9.5,95.688,0,2.1
10112,6/15/2021,3:59:15,319,2.8,2.9,31.3,9.5,95.688,0,2.7
10113,6/15/2021,3:59:17,329,2.8,2.8,31.3,9.5,95.688,0,2.4
10114,6/15/2021,3:59:18,329,2.8,2.8,31.3,9.5,95.688,0,2.4
10115,6/15/2021,3:59:19,324,2.4,2.5,31.3,9.5,95.688,0,2.2
10116,6/15/2021,3:59:21,328,2.5,2.5,31.3,9.5,95.688,0,2.2
10117,6/15/2021,3:59:22,334,2.5,2.6,31.3,9.5,95.688,0,2.1
10118,6/15/2021,3:59:24,318,3.1,3.1,31.3,9.5,95.688,0,2.9
10119,6/15/2021,3:59:25,332,2.9,3,31.3,9.5,95.688,0,2.5
10120,6/15/2021,3:59:26,335,2.6,2.6,31.3,9.5,95.688,0,2.1
10150,6/15/2021,4:00:09,336,2.6,2.6,31.3,9.5,95.688,0,2.1
10151,6/15/2021,4:00:11,335,2.7,2.8,31.3,9.5,95.688,0,2.3
10152,6/15/2021,4:00:12,334,2.4,2.5,31.3,9.5,95.688,0,2
10153,6/15/2021,4:00:13,329,2.5,2.5,31.3,9.5,95.688,0,2.2
10154,6/15/2021,4:00:15,337,2.6,2.6,31.3,9.5,95.688,0,2.1
10155,6/15/2021,4:00:16,329,2.7,2.8,31.3,9.5,95.688,0,2.4
10156,6/15/2021,4:00:18,331,3,3.1,31.3,9.5,95.688,0,2.6
10157,6/15/2021,4:00:19,335,3.2,3.3,31.3,9.5,95.688,0,2.7
10158,6/15/2021,4:00:20,324,3,3.1,31.3,9.5,95.688,0,2.8
10159,6/15/2021,4:00:22,331,2.8,2.8,31.3,9.5,95.688,0,2.4
10160,6/15/2021,4:00:23,323,2.8,2.9,31.3,9.5,95.688,0,2.6
10161,6/15/2021,4:00:25,338,2.2,2.2,31.3,9.5,95.688,0,1.7
10162,6/15/2021,4:00:26,329,2.5,2.5,31.3,9.5,95.688,0,2.2
10163,6/15/2021,4:00:28,326,2.2,2.3,31.3,9.5,95.688,0,2
10164,6/15/2021,4:00:29,329,2.2,2.3,31.3,9.5,95.688,0,2
10165,6/15/2021,4:00:30,331,2.2,2.2,31.3,9.5,95.688,0,1.9
10166,6/15/2021,4:00:32,321,2.8,2.9,31.3,9.5,95.688,0,2.6
10167,6/15/2021,4:00:33,327,2.8,2.8,31.3,9.5,95.688,0,2.5
10168,6/15/2021,4:00:35,331,3,3,31.3,9.5,95.688,0,2.6
10169,6/15/2021,4:00:36,331,2.9,3,31.3,9.5,95.688,0,2.6
10170,6/15/2021,4:00:38,334,2.8,2.9,31.3,9.5,95.688,0,2.4
10171,6/15/2021,4:00:39,335,2.6,2.7,31.3,9.5,95.688,0,2.2
10172,6/15/2021,4:00:40,335,2.8,2.9,31.3,9.5,95.688,0,2.3
10173,6/15/2021,4:00:42,330,2.8,2.8,31.3,9.5,95.688,0,2.4
10174,6/15/2021,4:00:43,322,2.7,2.7,31.3,9.5,95.688,0,2.5
10175,6/15/2021,4:00:45,309,2.4,2.5,31.3,9.6,95.688,0,2.4
10176,6/15/2021,4:00:46,325,2.1,2.1,31.3,9.6,95.688,0,1.9
10177,6/15/2021,4:00:47,327,1.7,1.8,31.3,9.5,95.688,0,1.6
10178,6/15/2021,4:00:49,336,2.1,2.1,31.3,9.5,95.688,0,1.7
10179,6/15/2021,4:00:50,328,2,2,31.3,9.5,95.688,0,1.8
10180,6/15/2021,4:00:52,324,2.1,2.1,31.3,9.5,95.688,0,1.9
10181,6/15/2021,4:00:53,329,2.5,2.5,31.3,9.5,95.688,0,2.2
10182,6/15/2021,4:00:55,318,2.6,2.7,31.3,9.5,95.688,0,2.5
10183,6/15/2021,4:00:56,332,2.5,2.6,31.3,9.5,95.688,0,2.2
10184,6/15/2021,4:00:57,333,2.2,2.2,31.3,9.5,95.688,0,1.9
10185,6/15/2021,4:00:59,322,2.2,2.2,31.3,9.5,95.688,0,2
10186,6/15/2021,4:01:00,334,2.1,2.2,31.3,9.5,95.688,0,1.8
10187,6/15/2021,4:01:02,331,2.4,2.4,31.3,9.5,95.688,0,2
10188,6/15/2021,4:01:03,328,2.4,2.4,31.3,9.5,95.688,0,2.1
10189,6/15/2021,4:01:04,335,2.4,2.5,31.3,9.5,95.688,0,2
10190,6/15/2021,4:01:06,316,3,3.1,31.3,9.5,95.688,0,2.9
10191,6/15/2021,4:01:07,330,3.1,3.1,31.3,9.5,95.688,0,2.7
10192,6/15/2021,4:01:09,331,3,3.1,31.3,9.5,95.688,0,2.6
10193,6/15/2021,4:01:10,325,3.6,3.6,31.3,9.5,95.688,0,3.3
10194,6/15/2021,4:01:12,330,3.7,3.7,31.3,9.5,95.688,0,3.2
10195,6/15/2021,4:01:13,332,3.6,3.7,31.3,9.5,95.688,0,3.1
10196,6/15/2021,4:01:14,344,3.3,3.4,31.3,9.5,95.688,0,2.4
10197,6/15/2021,4:01:16,334,2.8,2.9,31.3,9.5,95.688,0,2.4
10198,6/15/2021,4:01:17,328,3.2,3.2,31.3,9.5,95.688,0,2.8
10199,6/15/2021,4:01:19,331,3.7,3.7,31.3,9.5,95.688,0,3.2
10200,6/15/2021,4:01:20,335,3.8,3.8,31.3,9.5,95.688,0,3.1
10201,6/15/2021,4:01:21,331,3.4,3.5,31.3,9.6,95.688,0,3
10202,6/15/2021,4:01:23,330,3.4,3.4,31.3,9.6,95.688,0,3
10203,6/15/2021,4:01:24,328,3.3,3.4,31.3,9.6,95.688,0,3
10204,6/15/2021,4:01:26,338,3.4,3.5,31.3,9.6,95.688,0,2.7
10205,6/15/2021,4:01:27,329,3.2,3.2,31.3,9.6,95.688,0,2.8
10206,6/15/2021,4:01:29,325,3,3.1,31.3,9.6,95.688,0,2.8
10261,6/15/2021,4:02:46,333,3.3,3.4,31.3,9.6,95.688,0,2.8
10262,6/15/2021,4:02:48,333,3.5,3.5,31.3,9.6,95.688,0,3
10263,6/15/2021,4:02:49,334,3.5,3.5,31.3,9.6,95.688,0,2.9
10264,6/15/2021,4:02:51,332,3.6,3.6,31.3,9.6,95.688,0,3.1
10265,6/15/2021,4:02:52,331,3.4,3.5,31.3,9.6,95.688,0,3
10266,6/15/2021,4:02:53,320,3.3,3.3,31.3,9.6,95.688,0,3.1
10267,6/15/2021,4:02:55,333,3.2,3.2,31.3,9.6,95.688,0,2.7
10268,6/15/2021,4:02:56,329,3,3.1,31.3,9.6,95.688,0,2.7
10269,6/15/2021,4:02:58,322,2.7,2.8,31.3,9.6,95.688,0,2.5
10270,6/15/2021,4:02:59,341,2.8,2.9,31.3,9.6,95.688,0,2.2
10271,6/15/2021,4:03:01,337,2.7,2.7,31.3,9.6,95.688,0,2.2
10272,6/15/2021,4:03:02,320,2.8,2.9,31.3,9.6,95.688,0,2.7
10273,6/15/2021,4:03:03,328,3.1,3.2,31.3,9.6,95.688,0,2.8
10274,6/15/2021,4:03:05,342,3.2,3.2,31.3,9.6,95.688,0,2.4
10275,6/15/2021,4:03:06,326,2.9,2.9,31.3,9.6,95.688,0,2.6
10276,6/15/2021,4:03:08,325,3.2,3.2,31.3,9.6,95.688,0,2.9
10277,6/15/2021,4:03:09,325,3.2,3.2,31.3,9.6,95.688,0,2.9
10278,6/15/2021,4:03:10,327,2.8,2.8,31.3,9.6,95.688,0,2.5
10279,6/15/2021,4:03:12,335,2.9,2.9,31.3,9.6,95.688,0,2.4
10280,6/15/2021,4:03:13,329,3.2,3.3,31.3,9.6,95.688,0,2.8
10281,6/15/2021,4:03:15,309,3.1,3.1,31.3,9.6,95.688,0,3.1
10282,6/15/2021,4:03:16,317,3,3.1,31.3,9.6,95.688,0,2.9
10283,6/15/2021,4:03:17,329,3.1,3.1,31.3,9.6,95.688,0,2.7
10284,6/15/2021,4:03:19,318,3.6,3.7,31.3,9.6,95.688,0,3.5
10285,6/15/2021,4:03:20,331,3.5,3.5,31.3,9.6,95.688,0,3
10286,6/15/2021,4:03:22,331,3.5,3.6,31.3,9.6,95.688,0,3.1
10287,6/15/2021,4:03:23,331,3.3,3.3,31.3,9.6,95.688,0,2.8
10288,6/15/2021,4:03:25,324,2.7,2.8,31.3,9.6,95.688,0,2.5
10289,6/15/2021,4:03:26,333,2.7,2.7,31.3,9.6,95.688,0,2.3
10290,6/15/2021,4:03:27,327,2.6,2.7,31.3,9.6,95.688,0,2.4
10291,6/15/2021,4:03:29,308,2.7,2.8,31.3,9.6,95.688,0,2.7
10292,6/15/2021,4:03:30,330,2.5,2.5,31.3,9.6,95.688,0,2.2
10293,6/15/2021,4:03:32,318,2.3,2.4,31.3,9.6,95.688,0,2.2
10294,6/15/2021,4:03:33,318,2.5,2.6,31.3,9.6,95.688,0,2.4
10295,6/15/2021,4:03:34,326,2.9,2.9,31.3,9.6,95.688,0,2.6
10296,6/15/2021,4:03:36,321,2.5,2.5,31.3,9.6,95.688,0,2.3
10297,6/15/2021,4:03:37,329,2.1,2.2,31.3,9.6,95.688,0,1.9
10298,6/15/2021,4:03:39,328,2.2,2.3,31.3,9.6,95.688,0,2
10299,6/15/2021,4:03:40,333,2.3,2.4,31.3,9.6,95.688,0,2
10300,6/15/2021,4:03:41,335,2.9,2.9,31.3,9.6,95.688,0,2.4
10301,6/15/2021,4:03:43,332,2.6,2.6,31.3,9.6,95.688,0,2.2
10302,6/15/2021,4:03:44,331,2.8,2.9,31.3,9.6,95.688,0,2.4
10303,6/15/2021,4:03:46,337,3,3,31.4,9.6,95.688,0,2.4
10304,6/15/2021,4:03:47,325,3.3,3.3,31.4,9.6,95.688,0,3
10305,6/15/2021,4:03:49,325,2.9,2.9,31.4,9.6,95.688,0,2.7
10306,6/15/2021,4:03:50,316,2.5,2.6,31.4,9.6,95.688,0,2.5
10307,6/15/2021,4:03:51,321,2.7,2.7,31.4,9.6,95.688,0,2.5
10308,6/15/2021,4:03:53,331,2.5,2.6,31.4,9.6,95.688,0,2.2
10309,6/15/2021,4:03:54,326,2.7,2.7,31.4,9.6,95.688,0,2.4
10310,6/15/2021,4:03:56,326,2.2,2.3,31.3,9.6,95.688,0,2
10311,6/15/2021,4:03:57,331,2,2.1,31.4,9.6,95.688,0,1.7
10312,6/15/2021,4:03:59,325,2.4,2.4,31.3,9.6,95.688,0,2.2
10313,6/15/2021,4:04:00,336,2.6,2.6,31.4,9.6,95.688,0,2.1
10314,6/15/2021,4:04:01,326,2.4,2.4,31.4,9.6,95.688,0,2.1
10315,6/15/2021,4:04:03,312,2.3,2.4,31.4,9.6,95.688,0,2.3
10316,6/15/2021,4:04:04,324,2.2,2.2,31.4,9.6,95.688,0,2
10317,6/15/2021,4:04:06,324,2.4,2.5,31.4,9.6,95.688,0,2.2
10318,6/15/2021,4:04:07,321,2.7,2.8,31.4,9.6,95.688,0,2.6
10319,6/15/2021,4:04:09,329,2.8,2.9,31.4,9.6,95.688,0,2.5
10320,6/15/2021,4:04:10,320,2.7,2.8,31.4,9.6,95.688,0,2.6
10321,6/15/2021,4:04:11,322,2.4,2.5,31.4,9.6,95.688,0,2.3
10322,6/15/2021,4:04:13,318,2.5,2.5,31.4,9.6,95.688,0,2.4
10323,6/15/2021,4:04:14,321,2.9,2.9,31.4,9.6,95.688,0,2.7
10324,6/15/2021,4:04:16,336,2.7,2.8,31.4,9.6,95.688,0,2.2
10325,6/15/2021,4:04:17,336,2.7,2.8,31.4,9.6,95.688,0,2.2
10326,6/15/2021,4:04:18,335,2.6,2.7,31.4,9.6,95.688,0,2.2
10327,6/15/2021,4:04:20,321,1.9,2,31.4,9.6,95.688,0,1.8
10328,6/15/2021,4:04:21,334,2.1,2.1,31.4,9.6,95.688,0,1.7
10329,6/15/2021,4:04:23,326,2.5,2.5,31.4,9.6,95.688,0,2.3
10330,6/15/2021,4:04:24,319,3,3.1,31.4,9.6,95.688,0,2.9
10331,6/15/2021,4:04:26,319,3.1,3.1,31.4,9.6,95.688,0,2.9
10332,6/15/2021,4:04:27,320,2.8,2.8,31.4,9.6,95.688,0,2.6
10333,6/15/2021,4:04:28,328,2.9,2.9,31.4,9.6,95.688,0,2.5
10334,6/15/2021,4:04:30,291,2.6,2.6,31.4,9.6,95.688,0,2.6
10335,6/15/2021,4:04:31,321,3.3,3.3,31.4,9.6,95.688,0,3.1
10336,6/15/2021,4:04:33,322,3.3,3.4,31.4,9.6,95.688,0,3.1
10337,6/15/2021,4:04:34,327,3.3,3.3,31.4,9.6,95.688,0,2.9
10338,6/15/2021,4:04:35,325,3.2,3.3,31.4,9.6,95.688,0,2.9
10339,6/15/2021,4:04:37,314,2.9,3,31.4,9.6,95.688,0,2.9
10340,6/15/2021,4:04:38,326,2.5,2.6,31.4,9.6,95.688,0,2.3
10341,6/15/2021,4:04:40,327,2.9,2.9,31.4,9.6,95.688,0,2.6
10342,6/15/2021,4:04:41,326,2.9,2.9,31.4,9.6,95.688,0,2.6
10343,6/15/2021,4:04:42,318,2.7,2.8,31.4,9.6,95.688,0,2.6
10344,6/15/2021,4:04:44,326,2.4,2.5,31.4,9.6,95.688,0,2.2
10345,6/15/2021,4:04:45,328,2.3,2.4,31.4,9.6,95.688,0,2.1
10346,6/15/2021,4:04:47,340,2.1,2.1,31.4,9.6,95.688,0,1.6
10347,6/15/2021,4:04:48,330,2.1,2.1,31.4,9.6,95.688,0,1.8
10348,6/15/2021,4:04:50,326,1.8,1.9,31.4,9.6,95.688,0,1.7
10349,6/15/2021,4:04:51,317,2,2.1,31.4,9.6,95.688,0,1.9
10350,6/15/2021,4:04:52,323,2,2,31.4,9.6,95.688,0,1.8
10351,6/15/2021,4:04:54,336,2.1,2.1,31.4,9.6,95.688,0,1.7
10352,6/15/2021,4:04:55,322,2.1,2.1,31.4,9.6,95.688,0,2
10353,6/15/2021,4:04:57,333,2.4,2.4,31.4,9.6,95.688,0,2
10354,6/15/2021,4:04:58,331,3,3,31.4,9.6,95.688,0,2.6
10355,6/15/2021,4:04:59,323,3.3,3.3,31.4,9.6,95.688,0,3.1
10356,6/15/2021,4:05:01,331,2.7,2.8,31.4,9.6,95.688,0,2.4
10357,6/15/2021,4:05:02,339,2.9,3,31.4,9.6,95.688,0,2.3
10358,6/15/2021,4:05:04,321,3.2,3.2,31.4,9.6,95.688,0,3
10359,6/15/2021,4:05:05,330,2.9,3,31.4,9.6,95.688,0,2.5
10360,6/15/2021,4:05:07,334,3,3.1,31.4,9.6,95.688,0,2.5
10361,6/15/2021,4:05:08,326,3.2,3.3,31.4,9.6,95.688,0,2.9
10362,6/15/2021,4:05:09,321,2.8,2.8,31.4,9.6,95.688,0,2.6
10363,6/15/2021,4:05:11,321,2.1,2.1,31.4,9.6,95.688,0,2
10364,6/15/2021,4:05:12,334,2,2.1,31.4,9.6,95.688,0,1.7
10365,6/15/2021,4:05:14,337,2.5,2.6,31.4,9.6,95.688,0,2.1
10366,6/15/2021,4:05:15,311,2.6,2.6,31.4,9.6,95.688,0,2.6
10367,6/15/2021,4:05:17,338,2.8,2.9,31.4,9.6,95.688,0,2.2
10368,6/15/2021,4:05:18,313,2.8,2.9,31.4,9.6,95.688,0,2.8
10369,6/15/2021,4:05:19,325,2.9,2.9,31.4,9.6,95.688,0,2.7
10370,6/15/2021,4:05:21,314,2.9,3,31.4,9.6,95.688,0,2.9
10371,6/15/2021,4:05:22,323,2.9,3,31.4,9.6,95.688,0,2.7
10372,6/15/2021,4:05:24,318,2.5,2.6,31.4,9.6,95.688,0,2.4
10373,6/15/2021,4:05:25,318,2.5,2.6,31.4,9.6,95.688,0,2.4
10374,6/15/2021,4:05:26,324,2.9,3,31.4,9.7,95.688,0,2.7
10375,6/15/2021,4:05:28,323,3,3,31.4,9.7,95.688,0,2.8
10376,6/15/2021,4:05:29,325,2.8,2.9,31.4,9.7,95.688,0,2.6
10377,6/15/2021,4:05:31,328,3,3.1,31.4,9.7,95.688,0,2.7
10378,6/15/2021,4:05:32,325,3.2,3.2,31.4,9.7,95.688,0,2.9
10379,6/15/2021,4:05:34,326,3,3,31.4,9.7,95.688,0,2.7
10380,6/15/2021,4:05:35,328,2.5,2.5,31.4,9.7,95.688,0,2.2
10381,6/15/2021,4:05:36,328,2.5,2.5,31.4,9.7,95.688,0,2.2
10382,6/15/2021,4:05:38,328,2.3,2.4,31.4,9.7,95.688,0,2.1
10383,6/15/2021,4:05:39,316,2.6,2.7,31.4,9.7,95.688,0,2.5
10384,6/15/2021,4:05:41,318,2.4,2.5,31.4,9.7,95.688,0,2.3
10385,6/15/2021,4:05:42,330,2.2,2.3,31.4,9.7,95.688,0,2
10386,6/15/2021,4:05:43,321,2,2,31.4,9.7,95.688,0,1.8
10387,6/15/2021,4:05:45,328,2.3,2.4,31.4,9.7,95.688,0,2.1
10388,6/15/2021,4:05:46,317,2.8,2.9,31.4,9.7,95.688,0,2.7
10389,6/15/2021,4:05:48,317,2.9,2.9,31.3,9.7,95.688,0,2.8
10390,6/15/2021,4:05:49,331,3.1,3.1,31.4,9.7,95.688,0,2.7
10391,6/15/2021,4:05:50,333,3.4,3.5,31.3,9.7,95.688,0,2.9
10392,6/15/2021,4:05:52,327,3.4,3.4,31.4,9.7,95.688,0,3.1
10393,6/15/2021,4:05:53,331,3.3,3.3,31.4,9.7,95.688,0,2.8
10394,6/15/2021,4:05:55,330,3.2,3.2,31.4,9.7,95.688,0,2.8
10395,6/15/2021,4:05:56,325,2.9,2.9,31.4,9.7,95.688,0,2.6
10396,6/15/2021,4:05:58,331,2.7,2.7,31.4,9.7,95.688,0,2.3
10397,6/15/2021,4:05:59,331,2.7,2.7,31.4,9.7,95.688,0,2.3
10398,6/15/2021,4:06:00,331,2.9,3,31.4,9.7,95.688,0,2.5
10399,6/15/2021,4:06:02,328,2.7,2.7,31.4,9.7,95.688,0,2.4
10400,6/15/2021,4:06:03,321,2.6,2.6,31.4,9.7,95.688,0,2.4
10401,6/15/2021,4:06:05,322,2.9,2.9,31.4,9.7,95.688,0,2.7
10402,6/15/2021,4:06:06,327,2.8,2.9,31.4,9.7,95.688,0,2.5
10403,6/15/2021,4:06:08,298,3,3.1,31.3,9.7,95.688,0,3
10404,6/15/2021,4:06:09,316,3.5,3.6,31.3,9.7,95.688,0,3.4
10405,6/15/2021,4:06:10,326,3.5,3.5,31.4,9.7,95.688,0,3.2
10406,6/15/2021,4:06:12,321,3.5,3.6,31.4,9.7,95.688,0,3.3
10407,6/15/2021,4:06:13,326,3.3,3.3,31.4,9.7,95.688,0,3
10408,6/15/2021,4:06:15,325,3.1,3.2,31.4,9.7,95.688,0,2.9
10409,6/15/2021,4:06:16,327,2.9,2.9,31.3,9.7,95.688,0,2.6
10508,6/15/2021,4:08:37,312,2.9,3,31.4,9.9,95.688,0,2.8
10509,6/15/2021,4:08:38,300,2.9,2.9,31.4,9.9,95.688,0,2.9
10510,6/15/2021,4:08:40,312,3,3,31.4,9.9,95.688,0,2.9
10511,6/15/2021,4:08:41,312,3.3,3.3,31.4,9.9,95.688,0,3.2
10512,6/15/2021,4:08:43,314,3.7,3.7,31.4,9.9,95.688,0,3.6
10513,6/15/2021,4:08:44,315,3.7,3.8,31.4,9.9,95.688,0,3.6
10514,6/15/2021,4:08:45,333,3.4,3.5,31.4,9.9,95.688,0,2.9
10515,6/15/2021,4:08:47,329,3.6,3.7,31.4,9.9,95.688,0,3.2
10516,6/15/2021,4:08:48,325,3.2,3.3,31.4,9.9,95.688,0,2.9
10517,6/15/2021,4:08:50,320,3.3,3.3,31.4,9.9,95.688,0,3.1
10518,6/15/2021,4:08:51,330,3.5,3.5,31.4,9.9,95.688,0,3
10519,6/15/2021,4:08:53,325,3.5,3.5,31.4,9.9,95.688,0,3.2
10520,6/15/2021,4:08:54,329,3.2,3.3,31.4,9.9,95.688,0,2.8
10521,6/15/2021,4:08:55,321,3.2,3.3,31.4,9.9,95.688,0,3
10522,6/15/2021,4:08:57,315,2.8,2.8,31.4,9.9,95.688,0,2.7
10523,6/15/2021,4:08:58,310,2.8,2.8,31.4,9.9,95.688,0,2.7
10524,6/15/2021,4:09:00,322,2.7,2.7,31.4,9.9,95.688,0,2.5
10525,6/15/2021,4:09:01,324,2.5,2.6,31.4,9.9,95.688,0,2.3
10526,6/15/2021,4:09:02,324,2.5,2.5,31.4,9.9,95.688,0,2.3
10527,6/15/2021,4:09:04,314,2.7,2.8,31.4,9.9,95.688,0,2.7
10528,6/15/2021,4:09:05,313,2.9,2.9,31.4,9.9,95.688,0,2.8
10529,6/15/2021,4:09:07,314,2.4,2.5,31.4,9.9,95.688,0,2.3
10530,6/15/2021,4:09:08,331,2.6,2.7,31.4,9.9,95.688,0,2.3
10531,6/15/2021,4:09:10,323,3.1,3.2,31.4,9.9,95.688,0,2.9
10532,6/15/2021,4:09:11,323,3.1,3.2,31.4,9.9,95.688,0,2.9
10533,6/15/2021,4:09:12,313,2.6,2.7,31.4,9.9,95.688,0,2.6
10534,6/15/2021,4:09:14,320,2.9,3,31.4,9.9,95.688,0,2.8
10535,6/15/2021,4:09:15,322,2.9,2.9,31.4,9.9,95.688,0,2.7
10536,6/15/2021,4:09:17,324,2.9,2.9,31.4,9.9,95.688,0,2.7
10537,6/15/2021,4:09:18,316,2.5,2.5,31.4,9.9,95.688,0,2.4
10538,6/15/2021,4:09:20,329,3.1,3.2,31.4,9.9,95.688,0,2.8
10539,6/15/2021,4:09:21,319,3.3,3.3,31.4,9.9,95.688,0,3.1
10540,6/15/2021,4:09:22,319,3.3,3.4,31.4,9.9,95.688,0,3.2
10541,6/15/2021,4:09:24,317,2.8,2.9,31.4,9.9,95.688,0,2.7
10542,6/15/2021,4:09:25,325,2.9,3,31.4,9.9,95.688,0,2.7
10543,6/15/2021,4:09:27,312,2.7,2.8,31.4,9.9,95.688,0,2.7
10544,6/15/2021,4:09:28,309,2.4,2.5,31.4,9.9,95.688,0,2.4
10545,6/15/2021,4:09:29,323,2.4,2.5,31.4,9.9,95.688,0,2.2
10546,6/15/2021,4:09:31,315,2.7,2.8,31.4,9.9,95.688,0,2.6
10547,6/15/2021,4:09:32,312,2.3,2.4,31.4,9.9,95.688,0,2.3
10548,6/15/2021,4:09:34,318,2.2,2.3,31.4,9.9,95.688,0,2.1
10549,6/15/2021,4:09:35,330,2.1,2.2,31.4,9.9,95.688,0,1.9
10550,6/15/2021,4:09:37,316,2.1,2.1,31.4,9.9,95.688,0,2
10551,6/15/2021,4:09:38,328,2.7,2.8,31.4,9.9,95.688,0,2.4
10552,6/15/2021,4:09:39,325,2.9,3,31.4,9.9,95.688,0,2.7
10553,6/15/2021,4:09:41,327,3.1,3.2,31.4,9.9,95.688,0,2.8
10554,6/15/2021,4:09:42,329,3.1,3.2,31.4,9.9,95.688,0,2.8
10555,6/15/2021,4:09:44,323,3.6,3.6,31.4,9.9,95.688,0,3.3
10556,6/15/2021,4:09:45,317,3.5,3.5,31.4,9.9,95.688,0,3.3
10557,6/15/2021,4:09:47,316,3.9,4,31.4,9.9,95.688,0,3.8
10558,6/15/2021,4:09:48,326,3.9,4,31.4,9.9,95.688,0,3.5
10559,6/15/2021,4:09:49,325,3.8,3.9,31.4,9.9,95.688,0,3.5
10560,6/15/2021,4:09:51,307,2.9,3,31.4,9.9,95.688,0,2.9
10561,6/15/2021,4:09:52,310,2.5,2.6,31.4,9.9,95.688,0,2.5
10562,6/15/2021,4:09:54,321,2.5,2.5,31.4,9.9,95.688,0,2.3
10563,6/15/2021,4:09:55,312,2.4,2.5,31.4,9.9,95.688,0,2.4
10564,6/15/2021,4:09:56,318,2.5,2.6,31.4,9.9,95.688,0,2.4
10565,6/15/2021,4:09:58,311,3,3,31.4,9.9,95.688,0,2.9
10566,6/15/2021,4:09:59,309,2.5,2.5,31.4,9.9,95.688,0,2.4
10567,6/15/2021,4:10:01,308,2.5,2.5,31.4,9.9,95.688,0,2.5
10568,6/15/2021,4:10:02,333,2.5,2.6,31.4,9.9,95.688,0,2.2
10569,6/15/2021,4:10:04,326,2.9,2.9,31.4,9.9,95.688,0,2.6
10570,6/15/2021,4:10:05,314,2.9,2.9,31.4,9.9,95.688,0,2.8
10571,6/15/2021,4:10:06,318,2.6,2.6,31.4,9.9,95.688,0,2.5
10572,6/15/2021,4:10:08,304,2.3,2.4,31.4,9.9,95.688,0,2.3
10573,6/15/2021,4:10:09,320,2.5,2.5,31.4,9.9,95.688,0,2.3
10574,6/15/2021,4:10:11,335,1.8,1.8,31.4,9.9,95.688,0,1.5
10575,6/15/2021,4:10:12,328,2.5,2.5,31.4,9.9,95.688,0,2.2
10576,6/15/2021,4:10:13,326,2.5,2.5,31.4,9.9,95.688,0,2.3
10577,6/15/2021,4:10:15,336,2.7,2.8,31.4,9.9,95.688,0,2.2
10578,6/15/2021,4:10:16,307,2.5,2.6,31.4,9.9,95.688,0,2.5
10579,6/15/2021,4:10:18,329,2.4,2.4,31.4,9.9,95.688,0,2.1
10580,6/15/2021,4:10:19,338,2.5,2.5,31.4,9.9,95.688,0,2
10581,6/15/2021,4:10:21,324,2.6,2.6,31.4,9.9,95.688,0,2.4
10582,6/15/2021,4:10:22,318,2.4,2.4,31.4,9.9,95.688,0,2.3
10583,6/15/2021,4:10:23,328,3.2,3.2,31.4,9.9,95.688,0,2.8
10584,6/15/2021,4:10:25,322,3.6,3.6,31.4,9.9,95.688,0,3.3
10585,6/15/2021,4:10:26,318,3.4,3.4,31.4,9.9,95.688,0,3.2
10586,6/15/2021,4:10:28,317,2.9,2.9,31.4,9.9,95.688,0,2.7
10587,6/15/2021,4:10:29,324,3,3,31.4,9.9,95.688,0,2.8
10588,6/15/2021,4:10:31,314,2.5,2.5,31.4,9.9,95.688,0,2.4
10589,6/15/2021,4:10:32,314,2.6,2.7,31.4,9.9,95.688,0,2.6
10590,6/15/2021,4:10:33,321,2.6,2.6,31.4,9.9,95.688,0,2.4
10591,6/15/2021,4:10:35,316,2.4,2.4,31.4,9.9,95.688,0,2.3
10592,6/15/2021,4:10:36,327,2.5,2.5,31.4,9.9,95.688,0,2.2
10593,6/15/2021,4:10:38,326,2.1,2.2,31.4,9.9,95.688,0,1.9
10594,6/15/2021,4:10:39,330,2.1,2.2,31.4,9.9,95.688,0,1.9
10595,6/15/2021,4:10:40,327,2.5,2.6,31.4,9.9,95.688,0,2.3
10596,6/15/2021,4:10:42,335,2.8,2.8,31.4,9.9,95.688,0,2.3
10597,6/15/2021,4:10:43,320,2.5,2.6,31.4,9.9,95.688,0,2.4
10598,6/15/2021,4:10:45,329,2.7,2.7,31.4,9.9,95.688,0,2.4
10599,6/15/2021,4:10:46,326,2.7,2.7,31.4,9.9,95.688,0,2.4
10600,6/15/2021,4:10:48,326,2.7,2.8,31.4,9.9,95.688,0,2.5
10601,6/15/2021,4:10:49,306,2.5,2.6,31.4,9.9,95.688,0,2.5
10704,6/15/2021,4:13:15,330,2.5,2.6,31.5,9.9,95.688,0,2.2
10705,6/15/2021,4:13:17,322,2.5,2.6,31.5,9.9,95.688,0,2.4
10706,6/15/2021,4:13:18,324,2.3,2.4,31.5,9.9,95.688,0,2.1
10707,6/15/2021,4:13:20,323,1.9,2,31.5,9.9,95.688,0,1.7
10708,6/15/2021,4:13:21,323,1.9,2,31.5,9.9,95.688,0,1.7
10709,6/15/2021,4:13:22,332,2.1,2.1,31.5,9.9,95.688,0,1.8
10710,6/15/2021,4:13:24,317,2.3,2.4,31.5,9.9,95.688,0,2.2
